uvrstitev,id,naslov,avtor,povp_ocena,st_ocen,ocena,st_glasov,zbirka,zap_st_knjige_v_zbirki
7926,280277,Lucinda's Secret,Tony DiTerlizzi,3.88,34907,53,2,The Spiderwick Chronicles,3
7926,25802,The Deception of the Emerald Ring,Lauren Willig,3.91,9680,53,1,Pink Carnation,3
7926,2818398,The Clothes On Their Backs,Linda Grant,3.32,2502,53,1,,
7926,6590932,Instinct,Jeremy Robinson,4.16,2400,53,1,Chess Team Adventure,2
7926,6193923,Evil at Heart,Chelsea Cain,4.03,14650,53,1,Archie Sheridan &amp; Gretchen Lowell,3
7926,86856,A Cook's Tour: Global Adventures in Extreme Cuisines,Anthony Bourdain,4.05,24442,53,1,,
7926,18159907,The Ripple Effect,Malorie Blackman,3.89,890,53,1,Doctor Who 50th Anniversary E-Shorts,7
7926,18723058,"Pokémon Adventures (FireRed and LeafGreen), Vol. 23",Hidenori Kusaka,4.34,352,53,1,,
7926,3088908,Advanced Analytical Models: Over 800 Models and 300 Applications from the Basel II Accord to Wall Street and Beyond [With DVD],Johnathan Mun,4.00,1,53,1,,
7926,18218630,A Girl Is a Half-formed Thing,Eimear McBride,3.48,9901,53,1,,
7926,3465594,We Never Talk about My Brother,Peter S. Beagle,4.02,806,53,1,,
7926,38217164,Buckle Up: Episode 1,Karen Botha,3.40,213,53,1,,
7926,107410,The Great Escape: The Full Dramatic Story with Contributions from Survivors and Their Families,Anton Gill,4.15,233,53,1,,
7926,32284387,A Mother's Confession,Kelly Rimmer,4.38,7447,53,1,,
7926,17571466,The Troop,Nick Cutter,3.80,39341,53,1,,
7926,30037870,Allegedly,Tiffany D. Jackson,4.10,22660,53,1,,
7926,30653839,Chester and Gus,Cammie McGovern,4.31,1453,53,1,,
7926,5574571,Millennium: The End of the World and the Forging of Christendom,Tom Holland,3.84,2903,53,1,,
7926,36928837,Wandering Mind and Metaphysical Thoughts,Gao Xingjian,3.90,10,53,1,,
7958,683006,In the Forest,Edna O&#39;Brien,3.63,1480,52,1,,
7958,2123617,"Mistaken Identity: Two Families, One Survivor, Unwavering Hope",Don Van Ryn,4.06,8584,52,1,,
7958,7930947,Rebel Buddha: On the Road to Freedom,Dzogchen Ponlop,4.05,1742,52,1,,
7958,4682558,The Book of Night Women,Marlon James,4.38,11355,52,2,,
7958,11929939,A Sliver of Shadow,Allison Pang,3.94,2315,52,1,Abby Sinclair,2
7958,9583799,Tree of Codes,Jonathan Safran Foer,3.85,3606,52,1,,
7958,1257271,The Mage's Daughter,Lynn Kurland,4.02,4774,52,1,Nine Kingdoms,2
7958,39099,The Courtesan,Susan Carroll,3.91,2334,52,1,The Dark Queen Saga,2
7958,233997,Martyrs' Crossing,Amy Wilentz,3.70,260,52,1,,
7958,811223,In the Shadow of Memory,Floyd Skloot,3.99,141,52,1,,
7958,3222976,Against Medical Advice,James Patterson,3.97,7339,52,1,,
7958,1037637,Keeping Corner,Kashmira Sheth,3.80,1741,52,1,,
7958,330944,The Field of Swords,Conn Iggulden,4.29,14983,52,1,Emperor,3
7958,38548,Love Bites,Lynsay Sands,4.07,25676,52,1,Argeneau,2
7958,18371659,Grendel's Curse,Alex Archer,3.87,168,52,1,Rogue Angel,48
7958,113218,Stalin,Robert Service,3.93,1505,52,1,,
7958,2564523,Halting State,Charles Stross,3.79,11713,52,1,Halting State,1
7958,397844,The Masque of the Black Tulip,Lauren Willig,3.92,10890,52,1,Pink Carnation,2
7958,8698295,The Night Season,Chelsea Cain,3.89,11108,52,1,Archie Sheridan &amp; Gretchen Lowell,4
7958,107465,Moses: When Harriet Tubman Led Her People to Freedom,Carole Boston Weatherford,4.36,5721,52,1,,
7958,21944453,Insistence of the Material: Literature in the Age of Biopolitics,Christopher Breu,4.33,6,52,1,,
7958,34548,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,3.85,20376,52,1,,
7958,15942800,Doctor Who 2013 Official Annual,Jason Loborik,3.86,97,52,1,,
7958,18723059,"Pokémon Adventures (Ruby and Sapphire), Vol. 22",Hidenori Kusaka,4.42,423,52,1,,
7958,10713935,Crimes in Southern Indiana: Stories,Frank Bill,3.79,2437,52,1,,
7958,24934065,Rebel of the Sands,Alwyn Hamilton,3.92,62399,52,1,Rebel of the Sands,1
7958,522782,Parrotfish,Ellen Wittlinger,3.70,5793,52,1,,
7958,332775,Incarceron,Catherine Fisher,3.64,62516,52,1,Incarceron,1
7958,18298890,Cuckoo Song,Frances Hardinge,3.96,7072,52,1,,
7958,31014315,Punished by Coach,Randy Manners,3.48,81,52,1,,
7958,545977,The Big Beautiful,Pamela  Duncan,3.82,308,52,1,,
7958,25106926,The Taming of the Queen,Philippa Gregory,3.92,27394,52,2,The Plantagenet and Tudor Novels,11
7958,817378,Together Is All We Need,Michael R. Phillips,4.39,1773,52,2,Shenandoah Sisters,4
7958,33778518,Gather the Daughters,Jennie Melamed,3.61,8310,52,1,,
7958,17910069,Flappers: Six Women of a Dangerous Generation,Judith Mackrell,3.88,1397,52,1,,
7958,21178986,Snug,Michael Morpurgo,4.02,63,52,1,,
7958,9970421,Big Questions,Anders Nilsen,4.16,4059,52,1,,
7958,336157,Dominion,Steven Savile,3.55,210,52,1,Von Carstein,2
7958,48895165,The Missing Diamonds,Annabelle Sami,4.06,94,52,1,Agent Zaiba Investigates,1
7958,55386253,Mother May I,Joshilyn Jackson,3.85,13619,52,1,,
7998,838130,Wicked!,Jilly Cooper,3.71,2523,51,1,Rutshire Chronicles,8
7998,80534,Me &amp; Emma,Elizabeth Flock,3.91,21020,51,1,,
7998,412903,The Ladies of Garrison Gardens,Louise Shaffer,3.77,787,51,1,,
7998,9565574,Grave Dance,Kalayna Price,4.10,22017,51,1,Alex Craft,2
7998,213026,The Dark Queen,Susan Carroll,3.86,3299,51,1,The Dark Queen Saga,1
7998,9774,War Talk,Arundhati Roy,4.10,872,51,1,,
7998,8582180,In an Unspoken Voice: How the Body Releases Trauma and Restores Goodness,Peter A. Levine,4.35,1969,51,1,,
7998,295834,The Unusual Suspects,Michael Buckley,4.24,22273,51,1,The Sisters Grimm,2
7998,8922184,Want to Go Private?,Sarah Darer Littman,3.75,4768,51,1,,
7998,38562,A Bite to Remember,Lynsay Sands,4.24,19960,51,1,Argeneau,5
7998,17986406,Orfeo,Richard Powers,3.66,5217,51,1,,
7998,20898478,Celtic Fire,Alex Archer,3.76,168,51,1,Rogue Angel,50
7998,14491,"Salonica, City of Ghosts: Christians, Muslims and Jews, 1430-1950",Mark Mazower,4.30,1115,51,1,,
7998,15721669,"OCD, the Dude, and Me",Lauren Roedy Vaughn,3.50,1762,51,1,,
7998,2485978,Farm Sanctuary: Changing Hearts and Minds about Animals and Food,Gene Baur,4.30,1375,51,1,,
7998,12996425,Kill You Twice,Chelsea Cain,4.14,11554,51,1,Archie Sheridan &amp; Gretchen Lowell,5
7998,186417,Widdershins,Charles de Lint,4.20,4325,51,1,Newford,11
7998,390163,Epicenter: Why the Current Rumblings in the Middle East Will Change Your Future,Joel C. Rosenberg,4.21,2341,51,1,,
7998,18280806,"Pokémon Adventures (Ruby and Sapphire), Vol. 21",Hidenori Kusaka,4.37,402,51,1,,
7998,13642950,The Aviator's Wife,Melanie Benjamin,3.90,69340,51,1,,
7998,21359837,Ratcatcher,Tim  Stevens,3.69,1680,51,1,,
7998,38333079,Through a Glass Darkly,Lina Langley,3.17,12,51,1,,
7998,15803170,Equal of the Sun,Anita Amirrezvani,3.74,2306,51,1,,
7998,37805404,Pandemonium,Daryl Gregory,3.82,3039,51,1,,
7998,24819449,"The Witches: Salem, 1692",Stacy Schiff,3.27,20366,51,2,,
7998,22892322,"The Universe in Your Hand: A Journey Through Space, Time, and Beyond",Christophe Galfard,4.37,4622,51,1,,
7998,43073,Who Was Anne Frank?,Ann Abramson,4.28,2826,51,1,,
7998,40046104,The Storm Keeper’s Island,Catherine Doyle,4.18,2986,51,1,,
8026,226162,The Omen,David Seltzer,4.02,62203,50,1,,
8026,2197227,Cemetery Dance,Douglas Preston,4.01,27467,50,1,Pendergast,9
8026,6182702,Stone's Fall,Iain Pears,3.89,10163,50,1,,
8026,386610,Gardenias,Faith  Sullivan,3.89,491,50,1,,
8026,13423475,I Woke Up in Love This Morning,Jennifer Kathleen Gibbons,3.59,49,50,1,,
8026,4268,How to be good,Nick Hornby,3.23,56561,50,1,,
8026,769447,Healing Invisible Wounds: Paths to Hope and Recovery in a Violent World,Richard F. Mollica,4.13,78,50,1,,
8026,13074442,All Spell Breaks Loose,Lisa Shearin,4.15,2389,50,1,Raine Benares,6
8026,6795756,Woods Runner,Gary Paulsen,3.85,7585,50,1,,
8026,176326,The Problem Child,Michael Buckley,4.28,19418,50,1,The Sisters Grimm,3
8026,230853,Veniss Underground,Jeff VanderMeer,3.79,2431,50,1,,
8026,1422252,"Vampire, Interrupted",Lynsay Sands,4.34,19159,50,1,Argeneau,9
8026,18722894,The Devil's Chord,Alex Archer,3.86,168,50,1,Rogue Angel,49
8026,4531763,Champlain's Dream,David Hackett Fischer,4.25,1319,50,1,,
8026,96478,Kiln People,David Brin,3.85,5764,50,1,,
8026,13262797,The Fire Chronicle,John  Stephens,4.23,8505,50,1,The Books of Beginning,2
8026,8539784,Lustrum,Robert   Harris,4.22,14669,50,1,Cicero,2
8026,17929102,"Legend Trilogy Boxed Set (Legend, #1-3)",Marie Lu,4.58,3589,50,1,,
8026,16044959,Let Me Go,Chelsea Cain,4.02,8566,50,1,Archie Sheridan &amp; Gretchen Lowell,6
8026,12941302,I Suck at Girls,Justin Halpern,3.77,19924,50,1,,
8026,105915,"Alias, Vol. 1 Omnibus",Brian Michael Bendis,4.40,1579,50,1,,
8026,7670580,Doctor Who: Apollo 23,Justin Richards,3.81,2037,50,1,,
8026,7326786,"Pokémon Adventures, Vol. 8",Hidenori Kusaka,4.39,1714,50,1,,
8026,31260,The Sigma Protocol,Robert Ludlum,3.82,11304,50,1,,
8026,6202342,Her Fearful Symmetry,Audrey Niffenegger,3.27,93665,50,1,,
8026,8452485,Bug Out: The Complete Plan for Escaping a Catastrophic Disaster Before It's Too Late,Scott B. Williams,3.63,141,50,1,,
8026,8254692,Well Then There Now,Juliana Spahr,4.26,115,50,1,,
8026,38333225,Featherweight,Lina Langley,2.21,14,50,1,,
8026,9213976,The Lake of Dreams,Kim Edwards,3.18,13186,50,1,,
8026,39319227,A Day in the Life of Marlon Bundo,Jill Twiss,4.58,17009,50,1,,
8026,120815,Angry Aztecs,Terry Deary,3.98,1598,50,1,,
8026,6697305,Storm Warning,Linda Sue Park,4.00,45971,50,1,The 39 Clues,9
8026,28505023,The Fire This Time: A New Generation Speaks About Race,Jesmyn Ward,4.36,7905,50,1,,
8026,41827011,Train Man,Andrew Mulligan,3.37,92,50,1,,
8026,54110567,How to Become a Planet,Nicole Melleby,4.34,341,50,1,,
8061,286412,Stigma,Philip Hawley Jr.,3.69,994,49,1,,
8061,256454,Breaking Her Fall,Stephen Goodwin,3.36,1510,49,1,,
8061,2478111,Country Doctor's Journal: Amazing Stories from Incredible Situations,Roger A. MacDonald,4.05,21,49,1,,
8061,13530294,Take What You Got And Fly With It,Jennifer Kathleen Gibbons,4.00,13,49,1,,
8061,6944172,The Blood That Bonds,Christopher Buecheler,3.58,3375,49,1,II AM Trilogy,1
8061,7148787,"Remember Me (Remember Me, #1-3)",Christopher Pike,4.13,9069,49,1,,
8061,442239,The Republic of Pirates: Being the True and Surprising Story of the Caribbean Pirates and the Man Who Brought Them Down,Colin Woodard,3.87,6800,49,1,,
8061,13696282,Picturing Algeria,Pierre Bourdieu,4.19,21,49,1,,
8061,509647,The Triumph of the Sun,Wilbur Smith,4.06,5202,49,1,"The Ballantyne Novels, #5; Courtney",12
8061,263149,Single White Vampire,Lynsay Sands,4.17,21362,49,1,Argeneau,3
8061,21535756,The Pretender's Gambit,Alex Archer,3.92,152,49,1,Rogue Angel,51
8061,424609,Feeling Very Strange: The Slipstream Anthology,James Patrick Kelly,3.81,571,49,1,,
8061,8619814,The Emerald Atlas,John  Stephens,3.94,20832,49,1,The Books of Beginning,1
8061,356296,"Wine and War: The French, the Nazis, and the Battle for France's Greatest Treasure",Don Kladstrup,4.00,4051,49,1,,
8061,13424250,45 Pounds,K.A. Barson,3.81,5181,49,1,,
8061,6015062,The Elephant Keeper,Christopher  Nicholson,3.46,3052,49,1,,
8061,105973,House of M,Brian Michael Bendis,4.02,22283,49,1,,
8061,21488053,Subtly Worded,Teffi,3.87,264,49,1,,
8061,28239,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.98,13817,49,1,,
8061,8147509,"Pokémon Adventures (Gold and Silver), Vol. 9",Hidenori Kusaka,4.41,1146,49,1,,
8061,142545,The Stone Monkey,Jeffery Deaver,3.96,18990,49,1,Lincoln Rhyme,4
8061,30039019,Havana: A Subtropical Delirium,Mark Kurlansky,3.89,1151,49,1,,
8061,1875618,Maxi ' Tippkick' Maximilian,Joachim Masannek,3.76,93,49,1,Die Wilden Fußballkerle,7
8061,20702018,The Cure for Dreaming,Cat Winters,3.89,5627,49,1,,
8061,36097589,Focus On Your Job,Louise Stevens,4.25,4,49,1,,
8061,32920955,Anthropocene Feminism,Richard Grusin,3.71,31,49,1,,
8061,12238011,Under the Hawthorn Tree,Ai Mi,3.60,1768,49,1,,
8061,13556674,A Collegiate Casting-Out of Devilish Devices (Discworld #37.5),Terry Pratchett,3.87,883,49,1,,
8061,35290994,Hearts of Resistance,Soraya M. Lane,4.37,7320,49,1,,
8061,23208397,Underground Airlines,Ben H. Winters,3.82,23664,49,1,,
8061,12065943,Extra Yarn,Mac Barnett,4.05,19434,49,1,,
8061,24781389,Ghost Summer,Tananarive Due,4.23,1236,49,1,,
8061,42800305,The Dragon Republic,R.F. Kuang,4.37,33354,49,1,The Poppy War,2
8094,90334,Retribution,Jilliane Hoffman,4.09,8128,48,1,C.J. Townsend,1
8094,801998,Winkie,Clifford Chase,3.06,1827,48,1,,
8094,3586934,The Witch's Grave,Shirley Damsgaard,4.05,1673,48,1,Ophelia &amp; Abby,6
8094,522534,"Geisha, a Life",Mineko Iwasaki,3.87,23577,48,1,,
8094,1524909,Country Doctors Chronicle: Further Tales From The North Woods,Roger A. MacDonald,4.11,27,48,1,,
8094,9265069,Raven's Heart: A Tale from the World of Secramore,M.S. Verish,3.65,161,48,1,,
8094,9462775,The Last Little Blue Envelope,Maureen Johnson,3.84,23670,48,1,Little Blue Envelope,2
8094,23839,The Infinite,Douglas Clegg,3.47,453,48,1,Harrow House,3
8094,968403,The Descendants,Kaui Hart Hemmings,3.83,21086,48,2,,
8094,6422577,"Brother West: Living and Loving Out Loud, A Memoir",Cornel West,4.05,632,48,1,,
8094,2854962,Charlie Bone and the Shadow,Jenny Nimmo,4.03,15713,48,2,The Children of the Red King,7
8094,136641,Tyrannosaur Canyon,Douglas Preston,3.84,21588,48,1,Wyman Ford,1
8094,1017764,Bone by Bone by Bone,Tony Johnston,3.81,377,48,1,,
8094,16081754,Find You in the Dark,A. Meredith Walters,3.95,27125,48,1,Find You in the Dark,1
8094,936682,The Forest Lord,Susan Krinard,3.59,421,48,1,Fane,1
8094,22521817,Death Mask,Alex Archer,3.94,158,48,1,Rogue Angel,52
8094,21070,"Rough Crossings: Britain, the Slaves and the American Revolution",Simon Schama,3.98,951,48,1,,
8094,19452799,The Portal (An Alternative History Novel),Richard Bowker,3.58,86,48,1,,
8094,8144744,The Evolutionary Revolution,Lily Hoang,4.04,49,48,1,,
8094,9757264,With or Without You,Brian Farrey,3.90,1199,48,1,,
8094,138070,Flotsam,David Wiesner,4.20,27230,48,1,,
8094,20913642,Strings Attached,Diane Decillis,4.23,22,48,1,,
8094,7670616,Doctor Who: The Glamour Chase,Gary Russell,3.79,1269,48,1,,
8094,8606096,"Pokémon Adventures (Gold and Silver), Vol. 10",Hidenori Kusaka,4.33,989,48,1,,
8094,31216051,"Caught in the Revolution: Petrograd, Russia, 1917 – A World on the Edge",Helen Rappaport,3.95,1109,48,1,,
8094,3038378,Papavera - Der Ring des Kreuzritters,Ernst Wilhelm Heine,3.56,102,48,1,,
8094,10386036,Spycatcher,Matthew  Dunn,3.59,1955,48,1,Spycatcher,1
8094,23346979,The Almost Nearly Perfect People: Behind the Myth of the Scandinavian Utopia,Michael Booth,3.86,9034,48,1,,
8094,1194366,The True Meaning of Smekday,Adam Rex,4.10,9028,48,2,,
8094,25808949,FILLED at Camp: The GAY Outdoors,Hugh Blackwood,3.66,32,48,1,,
8094,221948,The Moonlit Cage,Linda Holeman,4.16,1245,48,1,,
8094,34913896,Into the Drowning Deep,Mira Grant,3.99,19536,48,1,Rolling in the Deep,1
8094,15999767,The Education Debate,Stephen J. Ball,4.08,59,48,1,,
8094,9465845,Vespers Rising,Rick Riordan,4.12,34027,48,1,The 39 Clues,11
8094,39507318,The Library Book,Susan Orlean,3.88,98992,48,1,,
8094,44131843,The Last List of Miss Judith Kratt,Andrea Bobotis,3.67,1858,48,1,,
8094,53468434,Dear Justyce,Nic Stone,4.45,11068,48,1,Dear Martin,2
8131,257791,The Rookie Club,Danielle Girard,4.19,4009,47,1,The Rookie Club,1
8131,526797,The Witch Is Dead,Shirley Damsgaard,4.06,1840,47,1,Ophelia &amp; Abby,5
8131,493051,To Catch a Pirate,Jade Parker,3.76,7162,47,1,,
8131,6393119,Once a Witch,Carolyn MacCullough,3.75,15202,47,1,Witch,1
8131,78974,Heaven,Jeffrey Archer,3.96,2382,47,1,A Prison Diary,3
8131,9680533,Ten Thousand Saints,Eleanor Henderson,3.50,6980,47,1,,
8131,3216410,Bacardi and the Long Fight for Cuba: The Biography of a Cause,Tom Gjelten,4.06,1106,47,1,,
8131,13324841,Son,Lois Lowry,3.97,91649,47,1,,
8131,15756420,The Prescribed Burn,Laryssa Wirstiuk,4.29,17,47,1,,
8131,15746149,Kiss of Temptation,Sandra Hill,4.13,1065,47,1,Deadly Angels,3
8131,143628,Churchill,Roy  Jenkins,3.75,6857,47,1,,
8131,15808358,Starhawk,Jack McDevitt,3.71,1552,47,1,The Academy,7
8131,15991959,Wednesdays in the Tower,Jessica Day George,4.09,7406,47,1,Castle Glower,2
8131,96331,Get a Life,Nadine Gordimer,2.94,588,47,1,,
8131,15781,Sideways,Rex Pickett,3.70,5394,47,1,,
8131,20702599,I Called Him Necktie,Milena Michiko Flašar,4.07,2271,47,1,,
8131,17792488,Doctor Who: Night of the Whisper,Cavan Scott,3.72,352,47,1,Destiny of the Doctor,9
8131,9758732,"Pokémon Adventures (Gold and Silver), Vol. 11",Hidenori Kusaka,4.29,778,47,1,,
8131,7056307,The Lieutenant,Kate Grenville,3.66,4540,47,1,,
8131,11256293,"Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny",Preeti Shenoy,3.63,18825,47,1,,
8131,933743,Peter Pan In Scarlet,Geraldine McCaughrean,3.54,6876,47,1,,
8131,807968,Molly Moon's Incredible Book of Hypnotism,Georgia Byng,3.90,22627,47,1,Molly Moon,1
8131,5083959,"Catching the Wolf of Wall Street: More Incredible True Stories of Fortunes, Schemes, Parties, and Prison",Jordan Belfort,3.89,3915,47,1,The Wolf of Wall Street,2
8131,13414810,The FitzOsbornes at War,Michelle   Cooper,4.20,2183,47,1,,
8131,35396413,Matchmaker ,Evangeline Kelly,4.31,174,47,1,Santa Clarita Love Stories,2
8131,42362122,ever really hear it,Soham Patel,3.67,3,47,1,,
8131,2865557,Elly: My True Story of the Holocaust,Elly Berkovits Gross,3.78,1074,47,1,,
8131,26702833,The Birds of Opulence,Crystal Wilkinson,4.13,852,47,1,,
8131,55516084,The Valley of Lost Secrets,Lesley Parr,4.44,558,47,1,,
8160,1757659,The Epicure,H.R. Howland,3.64,44,46,1,,
8160,135164,Music of a Life,Andreï Makine,3.94,1425,46,1,,
8160,194738,Witch Hunt,Shirley Damsgaard,4.02,2090,46,1,Ophelia &amp; Abby,4
8160,1031307,Country Doctors Casebook: Tales from the North Woods,Roger A. MacDonald,4.02,110,46,1,,
8160,6890220,Mind Games,Carolyn Crane,3.49,8428,46,1,The Disillusionists,1
8160,78986,Purgatory,Jeffrey Archer,3.83,2645,46,1,A Prison Diary,2
8160,13320466,The Twelve Tribes of Hattie,Ayana Mathis,3.50,37771,46,1,,
8160,13538708,The Girl Who Fell Beneath Fairyland and Led the Revels There,Catherynne M. Valente,4.18,9769,46,1,Fairyland,2
8160,547448,In the Cities of Coin and Spice,Catherynne M. Valente,4.39,2775,46,1,The Orphan's Tales,2
8160,1125082,The Dog Fighter,Marc Bojanowski,3.85,257,46,1,,
8160,6073881,Assegai,Wilbur Smith,4.01,6056,46,1,Courtney,13
8160,15722934,Immortal Ever After,Lynsay Sands,4.26,10105,46,1,Argeneau,18
8160,64535,God's War: A New History of the Crusades,Christopher Tyerman,3.97,777,46,1,,
8160,10508431,Tuesdays at the Castle,Jessica Day George,4.10,19015,46,1,Castle Glower,1
8160,538611,The American Boy,Andrew  Taylor,3.58,3004,46,1,,
8160,23718089,Brush Back,Sara Paretsky,3.92,3792,46,1,V.I. Warshawski,17
8160,2120652,Love the One You're With,Emily Giffin,3.73,162753,46,1,,
8160,9903067,"Pokémon Adventures (Gold and Silver), Vol. 12",Hidenori Kusaka,4.38,855,46,1,,
8160,59705,DC Universe: The Stories of Alan Moore,Alan Moore,4.11,3673,46,1,,
8160,6797515,Claude &amp; Camille: A Novel of Monet,Stephanie Cowell,3.84,5196,46,1,,
8160,2786102,The Red Prince: The Fall of a Dynasty and the Rise of Modern Europe,Timothy Snyder,3.94,457,46,1,,
8160,5409849,Eine Tüte Grüner Wind,Gesine Schulz,4.25,268,46,1,,
8160,17290552,Words With Fiends,Ali Brandon,4.00,894,46,1,Black Cat Bookshop Mystery,3
8160,7415813,Dictionnaire amoureux des chats,Frédéric Vitoux,3.78,23,46,1,,
8160,12993207,The Fury,Alexander Gordon Smith,3.85,1211,46,1,The Fury,1
8160,34446242,Red: A Natural History of the Redhead,Jacky Colliss Harvey,3.50,1115,46,1,,
8160,13511401,The Breath of Dawn,Kristen Heitzmann,4.28,1870,46,1,A Rush of Wings,3
8160,26863057,Age of Myth,Michael J. Sullivan,4.23,28722,46,1,The Legends of the First Empire,1
8160,5212046,The Hidden Girl: A True Story of the Holocaust,Lola Rein Kaufman,4.03,1554,46,1,,
8160,5970496,Into the Beautiful North,Luis Alberto Urrea,3.81,7318,46,1,,
8160,53346460,And Now For The Good News...: The much-needed tonic for our frazzled world,Ruby Wax,3.70,409,46,1,,
8191,2313576,The Shadow Isle,Katharine Kerr,4.17,1801,45,1,"Silver Wyrm, #3; The Dragon Mage",6
8191,141042,The Trouble With Witches,Shirley Damsgaard,3.97,2042,45,1,Ophelia &amp; Abby,3
8191,171102,The Birth House,Ami McKay,4.02,40860,45,1,,
8191,4993001,Serendipity,Louise Shaffer,3.67,964,45,1,,
8191,9761817,Healer,Carol Cassella,3.53,1593,45,1,,
8191,10677277,Article 5,Kristen Simmons,3.77,27737,45,2,Article 5,1
8191,6609758,Numbers,Rachel Ward,3.47,23517,45,1,Numbers,1
8191,178189,Tropic of Night,Michael Gruber,3.87,1913,45,1,Jimmy Paz,1
8191,74786,Blue Horizon,Wilbur Smith,4.24,8210,45,1,Courtney,11
8191,13423390,Kiss of Surrender,Sandra Hill,3.95,1359,45,1,Deadly Angels,2
8191,12969560,The Hero's Guide to Saving Your Kingdom,Christopher Healy,4.06,11237,45,1,The League of Princes,1
